YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,2,5,US,633,N765US,PHX,DTW,0040,0042,2,12,0054,220,181,1671,0555,11,0620,0606,-14,0,0,X,0,0,0,0,0
2015,1,2,5,WN,1777,N215WN,SJC,DEN,0945,1005,20,12,1017,150,128,948,1325,6,1315,1331,16,0,0,X,0,0,7,9,0
2015,1,1,4,UA,1719,N78285,EWR,MIA,2002,2021,19,21,2042,189,154,1085,2316,4,2311,2320,9,0,0,X,0,0,0,0,0
2015,1,1,4,EV,4580,N13133,MKE,EWR,1812,1817,5,10,1827,133,93,725,2100,16,2125,2116,-9,0,0,X,0,0,0,0,0
2015,1,1,4,AS,604,N520AS,SEA,LAS,1600,1556,-4,11,1607,138,112,867,1759,11,1818,1810,-8,0,0,X,0,0,0,0,0
2015,1,1,4,EV,4707,N11526,IAH,HRL,1530,1537,7,13,1550,71,NA,295,NA,NA,1641,NA,NA,0,1,B,0,0,0,0,0
2015,1,2,5,DL,420,N1602,JFK,HNL,0845,0849,4,21,0910,718,664,4983,1514,21,1543,1535,-8,0,0,X,0,0,0,0,0
2015,1,1,4,WN,2417,N953WN,DEN,OMA,1345,1354,9,10,1404,75,60,472,1604,4,1600,1608,8,0,0,X,0,0,0,0,0
2015,1,1,4,DL,1182,N961DL,TPA,ATL,1545,1540,-5,14,1554,94,66,406,1700,12,1719,1712,-7,0,0,X,0,0,0,0,0
2015,1,1,4,WN,2964,N481WN,PHX,DAL,0650,0654,4,16,0710,130,111,879,1001,3,1000,1004,4,0,0,X,0,0,0,0,0
2015,1,2,5,US,556,N751UW,MKE,PHX,0705,0702,-3,23,0725,245,203,1460,0948,8,1010,0956,-14,0,0,X,0,0,0,0,0
2015,1,1,4,WN,3413,N277WN,BUR,SJC,1240,1254,14,10,1304,65,51,296,1355,3,1345,1358,13,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,2982,N819MQ,ORD,RIC,1310,1407,57,12,1419,113,78,642,1637,5,1603,1642,39,0,0,X,0,0,28,11,0
2015,1,2,5,DL,1989,N924DL,FLL,LGA,0900,0900,0,24,0924,174,137,1076,1141,28,1154,1209,15,0,0,X,15,0,0,0,0
2015,1,2,5,US,1924,N637AW,MCI,CLT,0700,0656,-4,16,0712,135,100,808,0952,20,1015,1012,-3,0,0,X,0,0,0,0,0
2015,1,1,4,AA,2310,N4YTAA,DFW,DEN,0710,0719,9,15,0734,125,91,641,0805,9,0815,0814,-1,0,0,X,0,0,0,0,0
2015,1,1,4,EV,6149,N14562,ORD,MLI,1155,1151,-4,15,1206,54,30,139,1236,4,1249,1240,-9,0,0,X,0,0,0,0,0
2015,1,1,4,DL,1070,N908DA,ATL,JAX,1945,1939,-6,16,1955,70,43,270,2038,9,2055,2047,-8,0,0,X,0,0,0,0,0
2015,1,1,4,WN,526,N742SW,MDW,DAL,1815,1812,-3,9,1821,145,129,793,2030,5,2040,2035,-5,0,0,X,0,0,0,0,0
2015,1,1,4,B6,915,N937JB,JFK,SFO,2029,2029,0,39,2108,401,362,2586,0010,9,0010,0019,9,0,0,X,0,0,0,0,0
2015,1,1,4,OO,4555,N783CA,SLC,RDM,1110,1104,-6,17,1121,110,75,525,1136,4,1200,1140,-20,0,0,X,0,0,0,0,0
2015,1,2,5,WN,378,N275WN,MEM,MDW,0600,0557,-3,9,0606,105,72,480,0718,5,0745,0723,-22,0,0,X,0,0,0,0,0
2015,1,2,5,DL,956,N803DN,TPA,ATL,0830,0829,-1,33,0902,100,62,406,1004,11,1010,1015,5,0,0,X,0,0,0,0,0
2015,1,2,5,WN,2201,N629SW,SAN,TUS,1030,1025,-5,10,1035,70,54,368,1229,4,1240,1233,-7,0,0,X,0,0,0,0,0
2015,1,2,5,WN,806,N8320J,MDW,DEN,0850,0857,7,9,0906,165,142,895,1028,7,1035,1035,0,0,0,X,0,0,0,0,0
2015,1,1,4,EV,6120,N11565,EWR,SYR,0800,0815,15,19,0834,75,42,195,0916,6,0915,0922,7,0,0,X,0,0,0,0,0
2015,1,2,5,AA,1082,N3JTAA,MIA,LGA,0830,0822,-8,13,0835,172,144,1096,1059,12,1122,1111,-11,0,0,X,0,0,0,0,0
2015,1,1,4,WN,4966,N952WN,MDW,MSP,1620,1620,0,6,1626,85,66,349,1732,4,1745,1736,-9,0,0,X,0,0,0,0,0
2015,1,1,4,NK,847,N601NK,LGA,ORD,0830,0916,46,14,0930,158,132,733,1042,9,1008,1051,43,0,0,X,43,0,0,0,0
2015,1,1,4,EV,3260,N27190,ORF,IAH,1729,1726,-3,9,1735,219,197,1201,1952,15,2008,2007,-1,0,0,X,0,0,0,0,0
2015,1,1,4,OO,7383,N685BR,SLC,CPR,1106,1107,1,17,1124,84,59,320,1223,4,1230,1227,-3,0,0,X,0,0,0,0,0
2015,1,1,4,B6,154,N536JB,PBI,JFK,0600,0559,-1,11,0610,154,141,1028,0831,12,0834,0843,9,0,0,X,0,0,0,0,0
2015,1,1,4,OO,5190,N732SK,SFO,ASE,1630,1624,-6,13,1637,135,120,848,1937,5,1945,1942,-3,0,0,X,0,0,0,0,0
2015,1,1,4,UA,403,N484UA,EWR,PBI,0846,0849,3,14,0903,188,153,1023,1136,4,1154,1140,-14,0,0,X,0,0,0,0,0
2015,1,1,4,WN,1144,N8607M,STL,MDW,1005,1013,8,8,1021,65,46,251,1107,5,1110,1112,2,0,0,X,0,0,0,0,0
2015,1,1,4,EV,4743,N14168,ORD,FSD,2010,2025,15,14,2039,105,74,462,2153,9,2155,2202,7,0,0,X,0,0,0,0,0
2015,1,1,4,DL,1798,N974DL,ATL,EWR,1002,0958,-4,17,1015,136,101,746,1156,5,1218,1201,-17,0,0,X,0,0,0,0,0
2015,1,1,4,EV,4197,N13202,IAH,MCI,0900,0858,-2,18,0916,121,86,643,1042,6,1101,1048,-13,0,0,X,0,0,0,0,0
2015,1,2,5,US,476,N832AW,RNO,PHX,0930,0923,-7,25,0948,103,83,601,1211,8,1213,1219,6,0,0,X,0,0,0,0,0
2015,1,1,4,B6,497,N665JB,BOS,SEA,1847,1845,-2,21,1906,379,389,2496,2235,7,2206,2242,36,0,0,X,36,0,0,0,0
2015,1,1,4,AA,1623,N438AA,LAS,DFW,0905,1118,133,15,1133,160,140,1055,1553,9,1345,1602,137,0,0,X,4,0,133,0,0
2015,1,2,5,OO,3468,N218AG,SEA,OMA,1040,1038,-2,16,1054,180,166,1368,1540,4,1540,1544,4,0,0,X,0,0,0,0,0
2015,1,1,4,US,1871,N802AW,BWI,CLT,1715,1706,-9,12,1718,89,62,361,1820,6,1844,1826,-18,0,0,X,0,0,0,0,0
2015,1,2,5,EV,4871,N853AS,SHV,ATL,0700,0659,-1,14,0713,99,79,551,0932,11,0939,0943,4,0,0,X,0,0,0,0,0
2015,1,1,4,WN,2462,N251WN,SJC,AUS,0910,0903,-7,11,0914,195,186,1476,1420,5,1425,1425,0,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,2925,N643MQ,ORD,MHK,1100,1100,0,11,1111,98,76,501,1227,2,1238,1229,-9,0,0,X,0,0,0,0,0
2015,1,1,4,WN,4721,N934WN,LAX,ABQ,2040,2041,1,6,2047,100,88,677,2315,13,2320,2328,8,0,0,X,0,0,0,0,0
2015,1,1,4,OO,5309,N915SW,SFO,ONT,1048,1042,-6,20,1102,78,58,363,1200,2,1206,1202,-4,0,0,X,0,0,0,0,0
2015,1,2,5,MQ,3096,N515MQ,LAX,ASE,0905,0915,10,14,0929,125,118,737,1227,2,1210,1229,19,0,0,X,19,0,0,0,0
2015,1,1,4,WN,777,N7733B,DAL,DCA,1245,1316,31,10,1326,165,124,1184,1630,4,1630,1634,4,0,0,X,0,0,0,0,0
2015,1,1,4,F9,1013,N908FR,MCO,ATL,1925,2011,46,10,2021,85,60,404,2121,6,2050,2127,37,0,0,X,0,0,16,21,0
2015,1,1,4,WN,1549,N795SW,DTW,MDW,1600,1555,-5,14,1609,80,47,228,1556,15,1620,1611,-9,0,0,X,0,0,0,0,0
2015,1,2,5,DL,2043,N557NW,DTW,MIA,0726,0727,1,19,0746,192,157,1145,1023,4,1038,1027,-11,0,0,X,0,0,0,0,0
2015,1,1,4,EV,4524,N14974,LFT,IAH,0700,0707,7,10,0717,65,52,201,0809,8,0805,0817,12,0,0,X,0,0,0,0,0
2015,1,1,4,B6,263,N768JB,JFK,SEA,1735,1735,0,16,1751,376,353,2422,2044,7,2051,2051,0,0,0,X,0,0,0,0,0
2015,1,2,5,EV,4495,N12564,EWR,SAV,1046,1102,16,17,1119,138,120,708,1319,3,1304,1322,18,0,0,X,2,0,16,0,0
2015,1,2,5,WN,2200,N211WN,LAS,RNO,0620,0613,-7,12,0625,80,63,345,0728,4,0740,0732,-8,0,0,X,0,0,0,0,0
2015,1,1,4,WN,1776,N8613K,DEN,ABQ,2040,2117,37,33,2150,75,56,349,2246,5,2155,2251,56,0,0,X,19,0,6,31,0
2015,1,2,5,WN,3672,N361SW,PHX,ABQ,1035,1044,9,7,1051,65,48,328,1139,11,1140,1150,10,0,0,X,0,0,0,0,0
2015,1,1,4,UA,1532,N407UA,DEN,BWI,0955,1531,336,12,1543,200,157,1491,2020,5,1515,2025,310,0,0,X,0,0,310,0,0
2015,1,1,4,EV,4662,N15574,ORD,CLT,1601,1634,33,19,1653,115,79,599,1912,5,1856,1917,21,0,0,X,0,0,0,21,0
2015,1,1,4,B6,1026,N784JB,TPA,JFK,1223,1222,-1,11,1233,154,138,1005,1451,6,1457,1457,0,0,0,X,0,0,0,0,0
2015,1,1,4,US,514,N722US,IAH,MIA,0800,0751,-9,12,0803,141,112,964,1055,5,1121,1100,-21,0,0,X,0,0,0,0,0
2015,1,2,5,OO,5398,N563SW,SMF,SFO,1025,1030,5,11,1041,56,29,86,1110,3,1121,1113,-8,0,0,X,0,0,0,0,0
2015,1,1,4,F9,1120,N208FR,CLE,RSW,0700,0701,1,9,0710,170,136,1025,0926,7,0950,0933,-17,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,2960,N645MQ,DFW,HOU,2145,2208,23,17,2225,63,48,247,2313,3,2248,2316,28,0,0,X,5,0,0,22,1
2015,1,2,5,AA,375,N558AA,STL,DFW,0605,0559,-6,23,0622,120,100,550,0802,5,0805,0807,2,0,0,X,0,0,0,0,0
2015,1,1,4,WN,879,N8654B,MDW,BUF,1325,1358,33,7,1405,85,57,468,1602,9,1550,1611,21,0,0,X,21,0,0,0,0
2015,1,1,4,US,403,N660AW,DEN,PHX,0550,0550,0,15,0605,119,91,602,0736,3,0749,0739,-10,0,0,X,0,0,0,0,0
2015,1,1,4,DL,1062,N901DE,ATL,BDL,1515,1509,-6,19,1528,141,110,859,1718,4,1736,1722,-14,0,0,X,0,0,0,0,0
2015,1,2,5,DL,2267,N683DA,ATL,SAN,1040,1040,0,15,1055,293,261,1892,1216,5,1233,1221,-12,0,0,X,0,0,0,0,0
2015,1,1,4,EV,3930,N16911,MSN,ORD,1629,1651,22,12,1703,51,26,108,1729,15,1720,1744,24,0,0,X,2,0,4,18,0
2015,1,2,5,MQ,3065,N922MQ,DFW,GSO,0800,0800,0,27,0827,143,113,999,1120,3,1123,1123,0,0,0,X,0,0,0,0,0
2015,1,1,4,US,1853,N554UW,ATL,PHX,0745,0740,-5,15,0755,269,245,1587,1000,3,1014,1003,-11,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,2753,N670MQ,CMH,ORD,0815,0819,4,13,0832,95,56,296,0828,6,0850,0834,-16,0,0,X,0,0,0,0,0
2015,1,2,5,AA,1509,N3CFAA,MIA,BWI,0930,0925,-5,20,0945,158,124,946,1149,4,1208,1153,-15,0,0,X,0,0,0,0,0
2015,1,1,4,UA,1194,N38403,DEN,DFW,2002,2129,87,47,2216,121,91,641,0047,6,2303,0053,110,0,0,X,23,0,0,36,51
2015,1,1,4,F9,902,N949FR,ATL,TTN,0600,0619,19,11,0630,110,98,701,0808,6,0750,0814,24,0,0,X,5,0,19,0,0
2015,1,1,4,OO,5213,N792SK,ASE,ORD,1130,1123,-7,12,1135,175,133,1013,1448,6,1525,1454,-31,0,0,X,0,0,0,0,0
2015,1,1,4,B6,1572,N708JB,FLL,LGA,0951,0954,3,11,1005,165,145,1076,1230,5,1236,1235,-1,0,0,X,0,0,0,0,0
2015,1,1,4,US,445,N187US,RDU,CLT,0705,0657,-8,56,0753,65,35,130,0828,5,0810,0833,23,0,0,X,23,0,0,0,0
2015,1,2,5,EV,5234,N900EV,ATL,MGM,0908,0903,-5,10,0913,53,41,147,0854,3,0901,0857,-4,0,0,X,0,0,0,0,0
2015,1,1,4,VX,784,N847VA,SEA,LAX,1055,1050,-5,8,1058,150,132,954,1310,8,1325,1318,-7,0,0,X,0,0,0,0,0
2015,1,1,4,WN,4859,N8641B,PVD,BWI,0600,0606,6,11,0617,100,63,327,0720,7,0740,0727,-13,0,0,X,0,0,0,0,0
2015,1,2,5,EV,2532,N908EV,DFW,BPT,0920,0935,15,40,1015,65,58,270,1113,3,1025,1116,51,0,0,X,36,0,15,0,0
2015,1,1,4,HA,124,N476HA,LIH,HNL,0831,0912,41,6,0918,32,20,102,0938,5,0903,0943,40,0,0,X,0,30,0,10,0
2015,1,1,4,US,419,N672AW,PHL,LAS,2030,2031,1,31,2102,329,317,2176,2319,7,2259,2326,27,0,0,X,26,0,1,0,0
2015,1,2,5,WN,2701,N552WN,BWI,ALB,1010,1030,20,8,1038,70,53,289,1131,4,1120,1135,15,0,0,X,0,0,14,1,0
2015,1,1,4,EV,4468,N14125,CAE,IAH,0620,0621,1,25,0646,161,154,878,0820,5,0801,0825,24,0,0,X,23,0,1,0,0
2015,1,2,5,US,1722,N752US,CLE,CLT,0700,0654,-6,14,0708,103,71,430,0819,7,0843,0826,-17,0,0,X,0,0,0,0,0
2015,1,1,4,AA,1463,N3EWAA,FLL,ORD,1420,1418,-2,11,1429,205,169,1182,1618,9,1645,1627,-18,0,0,X,0,0,0,0,0
2015,1,1,4,DL,1580,N1402A,ATL,LAS,1750,1751,1,14,1805,280,241,1747,1906,6,1930,1912,-18,0,0,X,0,0,0,0,0
2015,1,2,5,EV,5535,N600QX,ATL,MDT,0950,0948,-2,15,1003,107,77,620,1120,4,1137,1124,-13,0,0,X,0,0,0,0,0
2015,1,2,5,OO,5260,N292SW,SFO,FAT,1040,1105,25,15,1120,66,37,158,1157,2,1146,1159,13,0,0,X,0,0,0,0,0
2015,1,1,4,B6,815,N292JB,BOS,BUF,1009,1001,-8,12,1013,96,80,395,1133,8,1145,1141,-4,0,0,X,0,0,0,0,0
2015,1,1,4,US,443,N651AW,SLC,PHX,1055,1105,10,34,1139,91,69,507,1248,2,1226,1250,24,0,0,X,14,10,0,0,0
2015,1,1,4,AA,2394,N3LAAA,DFW,SNA,1545,1551,6,9,1600,195,162,1205,1642,5,1700,1647,-13,0,0,X,0,0,0,0,0
2015,1,1,4,WN,863,N928WN,SAT,DAL,1635,1634,-1,6,1640,60,42,248,1722,7,1735,1729,-6,0,0,X,0,0,0,0,0
2015,1,1,4,DL,2547,N917DE,LGA,ATL,1730,1746,16,12,1758,167,113,762,1951,7,2017,1958,-19,0,0,X,0,0,0,0,0
2015,1,2,5,MQ,3658,N610MQ,ORD,SGF,0915,0940,25,42,1022,98,74,438,1136,3,1053,1139,46,0,0,X,21,0,25,0,0
2015,1,2,5,EV,6037,N16961,DAY,EWR,1015,1032,17,7,1039,110,76,533,1155,6,1205,1201,-4,0,0,X,0,0,0,0,0
2015,1,1,4,DL,1744,N978DL,DCA,DTW,0930,0923,-7,15,0938,102,77,405,1055,5,1112,1100,-12,0,0,X,0,0,0,0,0
2015,1,2,5,US,2093,N572UW,LGA,CLT,0759,0756,-3,17,0813,125,89,544,0942,15,1004,0957,-7,0,0,X,0,0,0,0,0
2015,1,2,5,WN,2453,N401WN,PHX,LAS,0850,0916,26,17,0933,65,46,255,0919,4,0855,0923,28,0,0,X,2,0,5,21,0
2015,1,1,4,B6,1407,N284JB,JFK,IAD,1750,1747,-3,14,1801,79,48,228,1849,5,1909,1854,-15,0,0,X,0,0,0,0,0
2015,1,2,5,OO,5604,N295SW,ACV,SFO,0600,0559,-1,16,0615,83,59,250,0714,4,0723,0718,-5,0,0,X,0,0,0,0,0
2015,1,1,4,UA,315,N422UA,IAH,ATL,1300,1308,8,13,1321,120,87,689,1548,7,1600,1555,-5,0,0,X,0,0,0,0,0
2015,1,2,5,MQ,3364,N611MQ,DFW,BHM,0840,0925,45,18,0943,98,84,597,1107,1,1018,1108,50,0,0,X,5,0,45,0,0
2015,1,2,5,DL,1522,N325NB,FLL,LGA,0800,0756,-4,13,0809,171,139,1076,1028,6,1051,1034,-17,0,0,X,0,0,0,0,0
2015,1,1,4,AA,1568,N583AA,OKC,DFW,1120,1142,22,9,1151,65,42,175,1233,10,1225,1243,18,0,0,X,0,0,0,18,0
2015,1,2,5,EV,5409,N612QX,DTW,MCI,0835,0858,23,19,0917,135,104,629,1001,2,0950,1003,13,0,0,X,0,0,0,0,0
2015,1,1,4,UA,1491,N76254,DEN,IAD,1120,1227,67,10,1237,194,154,1452,1711,4,1634,1715,41,0,0,X,0,0,41,0,0
2015,1,1,4,DL,758,N903DA,JAX,ATL,1700,1801,61,8,1809,80,44,270,1853,5,1820,1858,38,0,0,X,0,0,0,38,0
2015,1,1,4,WN,788,N750SA,PHX,SAT,1005,1014,9,23,1037,120,104,843,1321,5,1305,1326,21,0,0,X,12,0,0,9,0
2015,1,1,4,OO,5254,N746SK,MAF,IAH,0510,NA,NA,NA,NA,87,NA,429,NA,NA,0637,NA,NA,0,1,B,0,0,0,0,0
2015,1,1,4,MQ,2762,N602MQ,ORD,CMI,2125,2122,-3,11,2133,43,27,135,2200,9,2208,2209,1,0,0,X,0,0,0,0,0
2015,1,1,4,DL,612,N192DN,HNL,LAX,1157,1158,1,20,1218,333,291,2556,1909,4,1930,1913,-17,0,0,X,0,0,0,0,0
2015,1,2,5,EV,4575,N13903,IAH,MAF,0847,NA,NA,NA,NA,94,NA,429,NA,NA,1021,NA,NA,0,1,C,0,0,0,0,0
2015,1,2,5,DL,1288,N344NW,MSO,MSP,0525,0525,0,25,0550,165,126,1013,0856,7,0910,0903,-7,0,0,X,0,0,0,0,0
2015,1,1,4,EV,5549,N881AS,SHV,ATL,1254,1250,-4,13,1303,99,84,551,1527,7,1533,1534,1,0,0,X,0,0,0,0,0
2015,1,1,4,AA,2285,N3EHAA,JFK,MCO,1459,1454,-5,24,1518,175,144,944,1742,5,1754,1747,-7,0,0,X,0,0,0,0,0
2015,1,1,4,AS,664,N457AS,SEA,DFW,1315,1345,30,22,1407,220,211,1660,1938,14,1855,1952,57,0,0,X,27,0,30,0,0
2015,1,1,4,US,585,N197UW,MSP,PHX,1756,1756,0,12,1808,207,173,1276,2001,4,2023,2005,-18,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,3188,N507MQ,ABQ,ORD,0655,0712,17,21,0733,155,119,1118,1032,33,1030,1105,35,0,0,X,18,0,17,0,0
2015,1,1,4,EV,5551,N840AS,JAN,ATL,1550,1540,-10,8,1548,82,52,341,1740,5,1812,1745,-27,0,0,X,0,0,0,0,0
2015,1,1,4,OO,5460,N583SW,RDD,SFO,0530,NA,NA,NA,NA,90,NA,199,NA,NA,0700,NA,NA,0,1,A,0,0,0,0,0
2015,1,1,4,B6,2402,N284JB,JFK,BUF,1329,1321,-8,11,1332,85,65,301,1437,2,1454,1439,-15,0,0,X,0,0,0,0,0
2015,1,1,4,OO,6452,N569SW,FAT,LAX,0810,0804,-6,23,0827,80,47,209,0914,58,0930,1012,42,0,0,X,42,0,0,0,0
2015,1,2,5,DL,1847,N918DL,LGA,ATL,1000,0954,-6,32,1026,176,130,762,1236,8,1256,1244,-12,0,0,X,0,0,0,0,0
2015,1,1,4,AA,1213,N5BRAA,SFO,DFW,1720,1731,11,19,1750,205,180,1464,2250,9,2245,2259,14,0,0,X,0,0,0,0,0
2015,1,1,4,EV,4718,N11164,IAH,BTR,1900,1918,18,12,1930,57,38,253,2008,6,1957,2014,17,0,0,X,0,0,0,17,0
2015,1,1,4,UA,1561,N66825,PHX,IAH,0820,0838,18,11,0849,152,118,1009,1147,6,1152,1153,1,0,0,X,0,0,0,0,0
2015,1,1,4,DL,2267,N540US,ATL,SAN,1040,1039,-1,15,1054,293,276,1892,1230,4,1233,1234,1,0,0,X,0,0,0,0,0
2015,1,2,5,AA,1086,N4XXAA,DFW,SLC,0940,1007,27,15,1022,170,136,989,1138,4,1130,1142,12,0,0,X,0,0,0,0,0
2015,1,1,4,US,480,N676AW,SEA,PHX,0515,0510,-5,15,0525,165,146,1107,0851,7,0900,0858,-2,0,0,X,0,0,0,0,0
2015,1,2,5,AS,62,N713AS,ANC,JNU,0800,0758,-2,9,0807,100,77,571,0924,8,0940,0932,-8,0,0,X,0,0,0,0,0
2015,1,2,5,DL,1589,N916DN,ATL,FLL,0910,0904,-6,21,0925,115,86,581,1051,4,1105,1055,-10,0,0,X,0,0,0,0,0
2015,1,1,4,AA,975,N559AA,MSY,DFW,1450,1608,78,9,1617,100,72,447,1729,11,1630,1740,70,0,0,X,0,0,0,70,0
2015,1,2,5,WN,719,N7722B,STL,MCI,1015,1011,-4,6,1017,60,47,237,1104,4,1115,1108,-7,0,0,X,0,0,0,0,0
2015,1,2,5,B6,1334,N192JB,SJU,MCO,1015,1022,7,12,1034,188,164,1189,1218,5,1223,1223,0,0,0,X,0,0,0,0,0
2015,1,2,5,HA,333,N484HA,HNL,LIH,0942,0937,-5,13,0950,38,23,102,1013,5,1020,1018,-2,0,0,X,0,0,0,0,0
2015,1,1,4,WN,1004,N8315C,TPA,MSY,1745,1758,13,7,1805,95,73,488,1818,6,1820,1824,4,0,0,X,0,0,0,0,0
2015,1,1,4,B6,398,N709JB,MCO,LGA,1425,1612,107,13,1625,151,120,950,1825,6,1656,1831,95,0,0,X,0,0,12,83,0
2015,1,1,4,MQ,3015,N825MQ,BTR,DFW,0745,NA,NA,NA,NA,90,NA,383,NA,NA,0915,NA,NA,0,1,B,0,0,0,0,0
2015,1,2,5,EV,5747,N835AS,LGA,IAD,0600,0556,-4,13,0609,81,47,229,0656,4,0721,0700,-21,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,2903,N607MQ,BTR,DFW,1150,NA,NA,NA,NA,90,NA,383,NA,NA,1320,NA,NA,0,1,B,0,0,0,0,0
2015,1,1,4,US,490,N662AW,PHX,DEN,1810,1839,29,18,1857,104,94,602,2031,12,1954,2043,49,0,0,X,49,0,0,0,0
2015,1,2,5,WN,1966,N656SW,ATL,JAX,0845,0845,0,12,0857,75,44,270,0941,4,1000,0945,-15,0,0,X,0,0,0,0,0
2015,1,1,4,UA,1429,N56859,LAX,IAD,2302,2303,1,12,2315,283,250,2288,0625,9,0645,0634,-11,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,3217,N602MQ,ORF,JFK,1325,1321,-4,14,1335,85,48,290,1423,7,1450,1430,-20,0,0,X,0,0,0,0,0
2015,1,1,4,WN,1073,N208WN,BNA,PHL,2055,2054,-1,9,2103,110,81,675,2324,5,2345,2329,-16,0,0,X,0,0,0,0,0
2015,1,1,4,WN,728,N239WN,TPA,BUF,1550,1600,10,9,1609,155,135,1053,1824,4,1825,1828,3,0,0,X,0,0,0,0,0
2015,1,2,5,DL,1291,N670DN,MSP,ATL,0730,0728,-2,15,0743,158,116,907,1039,13,1108,1052,-16,0,0,X,0,0,0,0,0
2015,1,2,5,B6,1572,N635JB,FLL,LGA,0951,0949,-2,12,1001,165,135,1076,1216,8,1236,1224,-12,0,0,X,0,0,0,0,0
2015,1,2,5,DL,2089,N359NB,MSP,SNA,0915,0918,3,16,0934,246,194,1522,1048,5,1121,1053,-28,0,0,X,0,0,0,0,0
2015,1,1,4,UA,482,N444UA,IAH,FLL,1900,1927,27,13,1940,138,114,965,2234,13,2218,2247,29,0,0,X,2,0,22,5,0
2015,1,1,4,DL,2270,N989AT,IND,DTW,0955,0950,-5,13,1003,78,42,231,1045,6,1113,1051,-22,0,0,X,0,0,0,0,0
2015,1,1,4,UA,144,N66056,HNL,IAD,1700,1704,4,13,1717,553,517,4817,0654,6,0713,0700,-13,0,0,X,0,0,0,0,0
2015,1,1,4,AA,1674,N853AA,LAS,MIA,0035,0027,-8,21,0048,268,238,2174,0746,7,0803,0753,-10,0,0,X,0,0,0,0,0
2015,1,1,4,WN,537,N799SW,ATL,DEN,0935,0932,-3,14,0946,210,184,1199,1050,7,1105,1057,-8,0,0,X,0,0,0,0,0
2015,1,2,5,MQ,3278,N628MQ,DFW,BTR,0730,0725,-5,19,0744,83,55,383,0839,6,0853,0845,-8,0,0,X,0,0,0,0,0
2015,1,2,5,EV,4671,N14570,IAH,IND,0735,0732,-3,42,0814,137,105,844,1059,8,1052,1107,15,0,0,X,15,0,0,0,0
2015,1,1,4,MQ,3482,N836MQ,SGF,DFW,1035,NA,NA,NA,NA,85,NA,364,NA,NA,1200,NA,NA,0,1,B,0,0,0,0,0
2015,1,2,5,OO,5623,N917SW,DEN,MEM,0955,1017,22,18,1035,140,111,872,1326,8,1315,1334,19,0,0,X,0,0,14,5,0
2015,1,2,5,AA,1078,N3DBAA,ORD,MIA,0600,0555,-5,30,0625,182,158,1197,1003,18,1002,1021,19,0,0,X,19,0,0,0,0
2015,1,2,5,F9,711,N919FR,RSW,DEN,0615,0714,59,13,0727,254,227,1607,0914,11,0829,0925,56,0,0,X,19,0,37,0,0
2015,1,1,4,AS,591,N306AS,PSP,PDX,1135,1133,-2,10,1143,145,124,873,1347,4,1400,1351,-9,0,0,X,0,0,0,0,0
2015,1,1,4,B6,1206,N526JB,PDX,JFK,2125,2122,-3,9,2131,298,270,2454,0501,6,0523,0507,-16,0,0,X,0,0,0,0,0
2015,1,1,4,OO,5339,N941SW,MBS,ORD,1255,1242,-13,11,1253,76,47,222,1240,28,1311,1308,-3,0,0,X,0,0,0,0,0
2015,1,1,4,WN,4743,N778SW,SAN,LAS,1730,1733,3,16,1749,70,54,258,1843,5,1840,1848,8,0,0,X,0,0,0,0,0
2015,1,1,4,AA,2450,N4XKAA,DFW,IAH,2050,2146,56,12,2158,65,43,224,2241,10,2155,2251,56,0,0,X,0,0,30,26,0
2015,1,1,4,AA,1207,N3DPAA,PHL,DFW,0625,0909,164,21,0930,235,206,1303,1156,11,0920,1207,167,0,0,X,3,0,164,0,0
2015,1,1,4,DL,2615,N918DL,TPA,LGA,1351,1345,-6,9,1354,159,128,1010,1602,8,1630,1610,-20,0,0,X,0,0,0,0,0
2015,1,1,4,MQ,3355,N618MQ,CVG,MIA,0600,0556,-4,15,0611,153,123,948,0814,12,0833,0826,-7,0,0,X,0,0,0,0,0
2015,1,2,5,B6,2702,N656JB,JFK,BUF,0655,0649,-6,21,0710,94,62,301,0812,4,0829,0816,-13,0,0,X,0,0,0,0,0
2015,1,1,4,DL,2601,N970AT,HSV,ATL,1045,1041,-4,10,1051,58,29,151,1220,6,1243,1226,-17,0,0,X,0,0,0,0,0
2015,1,1,4,WN,1109,N700GS,MDW,LIT,1330,1328,-2,7,1335,105,88,544,1503,5,1515,1508,-7,0,0,X,0,0,0,0,0
